price_id,instrument_id,price_dt,close_price,return_pct,volatility_proxy,currency_code,source_system_code
PRC000120230626,INS0001,2023-06-26,80.4732,-0.023184,2.3184,GBP,MOCK_FEED
PRC000120230627,INS0001,2023-06-27,79.8905,-0.00724,0.724,GBP,MOCK_FEED
PRC000120230628,INS0001,2023-06-28,79.1705,-0.009012,0.9012,USD,MOCK_FEED
PRC000120230629,INS0001,2023-06-29,81.0895,0.024238,2.4238,EUR,MOCK_FEED
PRC000120230630,INS0001,2023-06-30,82.8335,0.021507,2.1507,GBP,MOCK_FEED
PRC000120230701,INS0001,2023-07-01,84.1674,0.016104,1.6104,GBP,MOCK_FEED
PRC000120230702,INS0001,2023-07-02,84.5251,0.004249,0.4249,GBP,MOCK_FEED
PRC000120230703,INS0001,2023-07-03,81.867,-0.031447,3.1447,USD,MOCK_FEED
PRC000120230704,INS0001,2023-07-04,83.001,0.013852,1.3852,INR,MOCK_FEED
PRC000120230705,INS0001,2023-07-05,83.5562,0.00669,0.669,USD,MOCK_FEED
PRC000120230706,INS0001,2023-07-06,83.2053,-0.0042,0.42,INR,MOCK_FEED
PRC000120230707,INS0001,2023-07-07,85.5144,0.027752,2.7752,EUR,MOCK_FEED
PRC000120230708,INS0001,2023-07-08,85.5735,0.000691,0.0691,GBP,MOCK_FEED
PRC000120230709,INS0001,2023-07-09,83.3332,-0.026179,2.6179,GBP,MOCK_FEED
PRC000120230710,INS0001,2023-07-10,84.3869,0.012644,1.2644,GBP,MOCK_FEED
PRC000120230711,INS0001,2023-07-11,84.1501,-0.002806,0.2806,GBP,MOCK_FEED
PRC000120230712,INS0001,2023-07-12,83.738,-0.004897,0.4897,GBP,MOCK_FEED
PRC000120230713,INS0001,2023-07-13,83.3262,-0.004918,0.4918,GBP,MOCK_FEED
PRC000120230714,INS0001,2023-07-14,82.5894,-0.008842,0.8842,EUR,MOCK_FEED
PRC000120230715,INS0001,2023-07-15,83.1462,0.006741,0.6741,INR,MOCK_FEED
PRC000120230716,INS0001,2023-07-16,84.5575,0.016974,1.6974,EUR,MOCK_FEED
PRC000120230717,INS0001,2023-07-17,83.9491,-0.007195,0.7195,USD,MOCK_FEED
PRC000120230718,INS0001,2023-07-18,83.4168,-0.00634,0.634,GBP,MOCK_FEED
PRC000120230719,INS0001,2023-07-19,83.2063,-0.002524,0.2524,GBP,MOCK_FEED
PRC000120230720,INS0001,2023-07-20,84.2697,0.012781,1.2781,INR,MOCK_FEED
PRC000120230721,INS0001,2023-07-21,82.8864,-0.016416,1.6416,INR,MOCK_FEED
PRC000120230722,INS0001,2023-07-22,83.4533,0.00684,0.684,EUR,MOCK_FEED
PRC000120230723,INS0001,2023-07-23,83.0433,-0.004913,0.4913,GBP,MOCK_FEED
PRC000120230724,INS0001,2023-07-24,82.3923,-0.00784,0.784,USD,MOCK_FEED
PRC000120230725,INS0001,2023-07-25,83.1125,0.008742,0.8742,GBP,MOCK_FEED
PRC000120230726,INS0001,2023-07-26,81.6337,-0.017793,1.7793,EUR,MOCK_FEED
PRC000120230727,INS0001,2023-07-27,81.8588,0.002758,0.2758,USD,MOCK_FEED
PRC000120230728,INS0001,2023-07-28,81.3716,-0.005952,0.5952,EUR,MOCK_FEED
PRC000120230729,INS0001,2023-07-29,82.7396,0.016812,1.6812,USD,MOCK_FEED
PRC000120230730,INS0001,2023-07-30,82.6352,-0.001262,0.1262,INR,MOCK_FEED
PRC000120230731,INS0001,2023-07-31,81.4675,-0.01413,1.413,EUR,MOCK_FEED
PRC000120230801,INS0001,2023-08-01,82.2058,0.009062,0.9062,INR,MOCK_FEED
PRC000120230802,INS0001,2023-08-02,81.5013,-0.008569,0.8569,USD,MOCK_FEED
PRC000120230803,INS0001,2023-08-03,81.5598,0.000717,0.0717,USD,MOCK_FEED
PRC000120230804,INS0001,2023-08-04,81.7146,0.001898,0.1898,INR,MOCK_FEED
PRC000120230805,INS0001,2023-08-05,81.0691,-0.0079,0.79,USD,MOCK_FEED
PRC000120230806,INS0001,2023-08-06,79.0684,-0.024679,2.4679,USD,MOCK_FEED
PRC000120230807,INS0001,2023-08-07,78.352,-0.00906,0.906,INR,MOCK_FEED
PRC000120230808,INS0001,2023-08-08,79.0866,0.009376,0.9376,GBP,MOCK_FEED
PRC000120230809,INS0001,2023-08-09,79.9067,0.010369,1.0369,INR,MOCK_FEED
PRC000120230810,INS0001,2023-08-10,78.7774,-0.014133,1.4133,INR,MOCK_FEED
PRC000120230811,INS0001,2023-08-11,77.8292,-0.012036,1.2036,INR,MOCK_FEED
PRC000120230812,INS0001,2023-08-12,79.0909,0.016212,1.6212,INR,MOCK_FEED
PRC000120230813,INS0001,2023-08-13,78.18,-0.011517,1.1517,INR,MOCK_FEED
PRC000120230814,INS0001,2023-08-14,78.1705,-0.000122,0.0122,GBP,MOCK_FEED
PRC000120230815,INS0001,2023-08-15,78.9076,0.009429,0.9429,INR,MOCK_FEED
PRC000120230816,INS0001,2023-08-16,78.4086,-0.006324,0.6324,USD,MOCK_FEED
PRC000120230817,INS0001,2023-08-17,77.901,-0.006473,0.6473,GBP,MOCK_FEED
PRC000120230818,INS0001,2023-08-18,78.0144,0.001456,0.1456,USD,MOCK_FEED
PRC000120230819,INS0001,2023-08-19,78.8886,0.011205,1.1205,EUR,MOCK_FEED
PRC000120230820,INS0001,2023-08-20,79.463,0.007282,0.7282,EUR,MOCK_FEED
PRC000120230821,INS0001,2023-08-21,80.2559,0.009977,0.9977,EUR,MOCK_FEED
PRC000120230822,INS0001,2023-08-22,81.1943,0.011693,1.1693,INR,MOCK_FEED
PRC000120230823,INS0001,2023-08-23,81.6183,0.005222,0.5222,INR,MOCK_FEED
PRC000120230824,INS0001,2023-08-24,83.3637,0.021384,2.1384,INR,MOCK_FEED
PRC000120230825,INS0001,2023-08-25,84.1186,0.009056,0.9056,USD,MOCK_FEED
PRC000120230826,INS0001,2023-08-26,85.2208,0.013103,1.3103,INR,MOCK_FEED
PRC000120230827,INS0001,2023-08-27,83.8902,-0.015614,1.5614,INR,MOCK_FEED
PRC000120230828,INS0001,2023-08-28,84.8604,0.011566,1.1566,INR,MOCK_FEED
PRC000120230829,INS0001,2023-08-29,84.9295,0.000814,0.0814,INR,MOCK_FEED
PRC000120230830,INS0001,2023-08-30,83.351,-0.018586,1.8586,EUR,MOCK_FEED
PRC000120230831,INS0001,2023-08-31,82.9969,-0.004249,0.4249,INR,MOCK_FEED
PRC000120230901,INS0001,2023-09-01,83.2335,0.002852,0.2852,USD,MOCK_FEED
PRC000120230902,INS0001,2023-09-02,84.3158,0.013003,1.3003,INR,MOCK_FEED
PRC000120230903,INS0001,2023-09-03,83.5637,-0.008921,0.8921,INR,MOCK_FEED
PRC000120230904,INS0001,2023-09-04,84.893,0.015908,1.5908,EUR,MOCK_FEED
PRC000120230905,INS0001,2023-09-05,86.1586,0.014907,1.4907,USD,MOCK_FEED
PRC000120230906,INS0001,2023-09-06,84.2372,-0.0223,2.23,INR,MOCK_FEED
PRC000120230907,INS0001,2023-09-07,83.0217,-0.01443,1.443,USD,MOCK_FEED
PRC000120230908,INS0001,2023-09-08,82.2529,-0.009261,0.9261,INR,MOCK_FEED
PRC000120230909,INS0001,2023-09-09,83.0086,0.009188,0.9188,USD,MOCK_FEED
PRC000120230910,INS0001,2023-09-10,83.8766,0.010457,1.0457,GBP,MOCK_FEED
PRC000120230911,INS0001,2023-09-11,83.4068,-0.005601,0.5601,GBP,MOCK_FEED
PRC000120230912,INS0001,2023-09-12,83.9155,0.006099,0.6099,GBP,MOCK_FEED
PRC000120230913,INS0001,2023-09-13,84.0184,0.001226,0.1226,INR,MOCK_FEED
PRC000120230914,INS0001,2023-09-14,83.0701,-0.011287,1.1287,GBP,MOCK_FEED
PRC000120230915,INS0001,2023-09-15,83.6748,0.00728,0.728,USD,MOCK_FEED
PRC000120230916,INS0001,2023-09-16,82.7337,-0.011248,1.1248,GBP,MOCK_FEED
PRC000120230917,INS0001,2023-09-17,82.8271,0.00113,0.113,USD,MOCK_FEED
PRC000120230918,INS0001,2023-09-18,83.2301,0.004865,0.4865,USD,MOCK_FEED
PRC000120230919,INS0001,2023-09-19,83.8963,0.008004,0.8004,USD,MOCK_FEED
PRC000120230920,INS0001,2023-09-20,83.7209,-0.002091,0.2091,EUR,MOCK_FEED
PRC000120230921,INS0001,2023-09-21,83.8362,0.001378,0.1378,USD,MOCK_FEED
PRC000120230922,INS0001,2023-09-22,85.0064,0.013958,1.3958,EUR,MOCK_FEED
PRC000120230923,INS0001,2023-09-23,84.2744,-0.008612,0.8612,GBP,MOCK_FEED
PRC000120230924,INS0001,2023-09-24,84.4777,0.002412,0.2412,EUR,MOCK_FEED
PRC000120230925,INS0001,2023-09-25,82.4574,-0.023915,2.3915,USD,MOCK_FEED
PRC000120230926,INS0001,2023-09-26,80.9171,-0.01868,1.868,EUR,MOCK_FEED
PRC000120230927,INS0001,2023-09-27,81.4025,0.006,0.6,USD,MOCK_FEED
PRC000120230928,INS0001,2023-09-28,81.3324,-0.000862,0.0862,GBP,MOCK_FEED
PRC000120230929,INS0001,2023-09-29,79.47,-0.022898,2.2898,INR,MOCK_FEED
PRC000120230930,INS0001,2023-09-30,78.5467,-0.011618,1.1618,INR,MOCK_FEED
PRC000120231001,INS0001,2023-10-01,79.163,0.007846,0.7846,EUR,MOCK_FEED
PRC000120231002,INS0001,2023-10-02,78.9675,-0.002469,0.2469,USD,MOCK_FEED
PRC000120231003,INS0001,2023-10-03,78.7376,-0.002912,0.2912,USD,MOCK_FEED
PRC000120231004,INS0001,2023-10-04,78.0122,-0.009213,0.9213,USD,MOCK_FEED
PRC000120231005,INS0001,2023-10-05,77.4756,-0.006878,0.6878,GBP,MOCK_FEED
PRC000120231006,INS0001,2023-10-06,78.3121,0.010797,1.0797,USD,MOCK_FEED
PRC000120231007,INS0001,2023-10-07,77.4854,-0.010556,1.0556,INR,MOCK_FEED
PRC000120231008,INS0001,2023-10-08,77.4846,-1.1e-05,0.0011,INR,MOCK_FEED
PRC000120231009,INS0001,2023-10-09,79.3806,0.024469,2.4469,INR,MOCK_FEED
PRC000120231010,INS0001,2023-10-10,80.9047,0.019201,1.9201,EUR,MOCK_FEED
PRC000120231011,INS0001,2023-10-11,79.4855,-0.017541,1.7541,GBP,MOCK_FEED
PRC000120231012,INS0001,2023-10-12,80.1293,0.008099,0.8099,INR,MOCK_FEED
PRC000120231013,INS0001,2023-10-13,78.4075,-0.021488,2.1488,GBP,MOCK_FEED
PRC000120231014,INS0001,2023-10-14,78.8239,0.005311,0.5311,GBP,MOCK_FEED
PRC000120231015,INS0001,2023-10-15,79.9188,0.013891,1.3891,USD,MOCK_FEED
PRC000120231016,INS0001,2023-10-16,78.4999,-0.017754,1.7754,GBP,MOCK_FEED
PRC000120231017,INS0001,2023-10-17,79.0497,0.007003,0.7003,INR,MOCK_FEED
PRC000120231018,INS0001,2023-10-18,78.6011,-0.005675,0.5675,INR,MOCK_FEED
PRC000120231019,INS0001,2023-10-19,78.0635,-0.006839,0.6839,GBP,MOCK_FEED
PRC000120231020,INS0001,2023-10-20,79.0314,0.012399,1.2399,EUR,MOCK_FEED
PRC000120231021,INS0001,2023-10-21,78.1779,-0.0108,1.08,GBP,MOCK_FEED
PRC000120231022,INS0001,2023-10-22,78.2778,0.001278,0.1278,GBP,MOCK_FEED
PRC000120231023,INS0001,2023-10-23,78.0747,-0.002594,0.2594,GBP,MOCK_FEED
PRC000120231024,INS0001,2023-10-24,79.3458,0.01628,1.628,USD,MOCK_FEED
PRC000120231025,INS0001,2023-10-25,78.7609,-0.007372,0.7372,EUR,MOCK_FEED
PRC000120231026,INS0001,2023-10-26,78.7282,-0.000415,0.0415,INR,MOCK_FEED
PRC000120231027,INS0001,2023-10-27,77.172,-0.019767,1.9767,INR,MOCK_FEED
PRC000120231028,INS0001,2023-10-28,77.3147,0.00185,0.185,INR,MOCK_FEED
PRC000120231029,INS0001,2023-10-29,77.1817,-0.001721,0.1721,GBP,MOCK_FEED
PRC000120231030,INS0001,2023-10-30,77.2678,0.001116,0.1116,EUR,MOCK_FEED
PRC000120231031,INS0001,2023-10-31,76.7276,-0.006992,0.6992,GBP,MOCK_FEED
PRC000120231101,INS0001,2023-11-01,77.1468,0.005464,0.5464,INR,MOCK_FEED
PRC000120231102,INS0001,2023-11-02,76.3755,-0.009998,0.9998,GBP,MOCK_FEED
PRC000120231103,INS0001,2023-11-03,76.1287,-0.003231,0.3231,GBP,MOCK_FEED
PRC000120231104,INS0001,2023-11-04,75.9472,-0.002385,0.2385,GBP,MOCK_FEED
PRC000120231105,INS0001,2023-11-05,75.2846,-0.008724,0.8724,EUR,MOCK_FEED
PRC000120231106,INS0001,2023-11-06,75.7438,0.0061,0.61,USD,MOCK_FEED
PRC000120231107,INS0001,2023-11-07,76.1829,0.005797,0.5797,EUR,MOCK_FEED
PRC000120231108,INS0001,2023-11-08,76.7511,0.007459,0.7459,GBP,MOCK_FEED
PRC000120231109,INS0001,2023-11-09,78.1899,0.018746,1.8746,GBP,MOCK_FEED
PRC000120231110,INS0001,2023-11-10,79.982,0.02292,2.292,GBP,MOCK_FEED
PRC000120231111,INS0001,2023-11-11,79.7923,-0.002372,0.2372,EUR,MOCK_FEED
PRC000120231112,INS0001,2023-11-12,79.3029,-0.006133,0.6133,EUR,MOCK_FEED
PRC000120231113,INS0001,2023-11-13,79.9539,0.008209,0.8209,GBP,MOCK_FEED
PRC000120231114,INS0001,2023-11-14,80.2941,0.004255,0.4255,GBP,MOCK_FEED
PRC000120231115,INS0001,2023-11-15,80.4173,0.001534,0.1534,EUR,MOCK_FEED
PRC000120231116,INS0001,2023-11-16,79.4045,-0.012594,1.2594,USD,MOCK_FEED
PRC000120231117,INS0001,2023-11-17,78.2225,-0.014886,1.4886,USD,MOCK_FEED
PRC000120231118,INS0001,2023-11-18,77.3094,-0.011673,1.1673,INR,MOCK_FEED
PRC000120231119,INS0001,2023-11-19,76.8717,-0.005662,0.5662,GBP,MOCK_FEED
PRC000120231120,INS0001,2023-11-20,77.0225,0.001962,0.1962,INR,MOCK_FEED
PRC000120231121,INS0001,2023-11-21,77.3283,0.003971,0.3971,USD,MOCK_FEED
PRC000120231122,INS0001,2023-11-22,77.7703,0.005716,0.5716,USD,MOCK_FEED
PRC000120231123,INS0001,2023-11-23,76.9524,-0.010518,1.0518,USD,MOCK_FEED
PRC000120231124,INS0001,2023-11-24,77.9593,0.013085,1.3085,GBP,MOCK_FEED
PRC000120231125,INS0001,2023-11-25,79.3831,0.018264,1.8264,USD,MOCK_FEED
PRC000120231126,INS0001,2023-11-26,79.8929,0.006421,0.6421,INR,MOCK_FEED
PRC000120231127,INS0001,2023-11-27,79.9064,0.00017,0.017,EUR,MOCK_FEED
PRC000120231128,INS0001,2023-11-28,80.0892,0.002287,0.2287,INR,MOCK_FEED
PRC000120231129,INS0001,2023-11-29,79.1931,-0.011188,1.1188,GBP,MOCK_FEED
PRC000120231130,INS0001,2023-11-30,81.0661,0.023651,2.3651,GBP,MOCK_FEED
PRC000120231201,INS0001,2023-12-01,78.825,-0.027646,2.7646,USD,MOCK_FEED
PRC000120231202,INS0001,2023-12-02,77.6578,-0.014808,1.4808,EUR,MOCK_FEED
PRC000120231203,INS0001,2023-12-03,76.7165,-0.012121,1.2121,EUR,MOCK_FEED
PRC000120231204,INS0001,2023-12-04,76.7123,-5.4e-05,0.0054,EUR,MOCK_FEED
PRC000120231205,INS0001,2023-12-05,77.1202,0.005317,0.5317,EUR,MOCK_FEED
PRC000120231206,INS0001,2023-12-06,76.6397,-0.006232,0.6232,INR,MOCK_FEED
PRC000120231207,INS0001,2023-12-07,76.4981,-0.001847,0.1847,INR,MOCK_FEED
PRC000120231208,INS0001,2023-12-08,76.1442,-0.004627,0.4627,USD,MOCK_FEED
PRC000120231209,INS0001,2023-12-09,75.2189,-0.012151,1.2151,EUR,MOCK_FEED
PRC000120231210,INS0001,2023-12-10,75.0745,-0.00192,0.192,INR,MOCK_FEED
PRC000120231211,INS0001,2023-12-11,75.818,0.009904,0.9904,USD,MOCK_FEED
PRC000120231212,INS0001,2023-12-12,75.0567,-0.010041,1.0041,EUR,MOCK_FEED
PRC000120231213,INS0001,2023-12-13,73.1986,-0.024756,2.4756,INR,MOCK_FEED
PRC000120231214,INS0001,2023-12-14,73.6987,0.006832,0.6832,EUR,MOCK_FEED
PRC000120231215,INS0001,2023-12-15,74.1449,0.006054,0.6054,GBP,MOCK_FEED
PRC000120231216,INS0001,2023-12-16,74.3331,0.002539,0.2539,EUR,MOCK_FEED
PRC000120231217,INS0001,2023-12-17,74.0586,-0.003694,0.3694,GBP,MOCK_FEED
PRC000120231218,INS0001,2023-12-18,72.7178,-0.018104,1.8104,GBP,MOCK_FEED
PRC000120231219,INS0001,2023-12-19,71.8319,-0.012183,1.2183,INR,MOCK_FEED
PRC000120231220,INS0001,2023-12-20,72.7955,0.013415,1.3415,INR,MOCK_FEED
PRC000120231221,INS0001,2023-12-21,73.7645,0.01331,1.331,GBP,MOCK_FEED
PRC000120231222,INS0001,2023-12-22,72.7611,-0.013603,1.3603,USD,MOCK_FEED
PRC000120231223,INS0001,2023-12-23,72.7872,0.000358,0.0358,USD,MOCK_FEED
PRC000120231224,INS0001,2023-12-24,73.9091,0.015414,1.5414,GBP,MOCK_FEED
PRC000120231225,INS0001,2023-12-25,73.0139,-0.012112,1.2112,USD,MOCK_FEED
PRC000120231226,INS0001,2023-12-26,74.9242,0.026164,2.6164,USD,MOCK_FEED
PRC000120231227,INS0001,2023-12-27,76.2019,0.017053,1.7053,GBP,MOCK_FEED
PRC000120231228,INS0001,2023-12-28,74.8552,-0.017673,1.7673,EUR,MOCK_FEED
PRC000120231229,INS0001,2023-12-29,74.1824,-0.008988,0.8988,INR,MOCK_FEED
PRC000120231230,INS0001,2023-12-30,73.257,-0.012475,1.2475,GBP,MOCK_FEED
PRC000120231231,INS0001,2023-12-31,73.1734,-0.001141,0.1141,EUR,MOCK_FEED
PRC000120240101,INS0001,2024-01-01,74.1421,0.013238,1.3238,INR,MOCK_FEED
PRC000120240102,INS0001,2024-01-02,74.1535,0.000154,0.0154,USD,MOCK_FEED
PRC000120240103,INS0001,2024-01-03,73.2876,-0.011677,1.1677,GBP,MOCK_FEED
PRC000120240104,INS0001,2024-01-04,73.4857,0.002703,0.2703,USD,MOCK_FEED
PRC000120240105,INS0001,2024-01-05,74.0093,0.007125,0.7125,INR,MOCK_FEED
PRC000120240106,INS0001,2024-01-06,73.4195,-0.007969,0.7969,GBP,MOCK_FEED
PRC000120240107,INS0001,2024-01-07,72.9836,-0.005937,0.5937,USD,MOCK_FEED
PRC000120240108,INS0001,2024-01-08,72.2572,-0.009953,0.9953,INR,MOCK_FEED
PRC000120240109,INS0001,2024-01-09,72.8488,0.008187,0.8187,USD,MOCK_FEED
PRC000120240110,INS0001,2024-01-10,73.2284,0.00521,0.521,INR,MOCK_FEED
PRC000120240111,INS0001,2024-01-11,74.3418,0.015205,1.5205,USD,MOCK_FEED
PRC000120240112,INS0001,2024-01-12,73.1217,-0.016412,1.6412,INR,MOCK_FEED
PRC000120240113,INS0001,2024-01-13,72.6673,-0.006214,0.6214,GBP,MOCK_FEED
PRC000120240114,INS0001,2024-01-14,72.9878,0.00441,0.441,INR,MOCK_FEED
PRC000120240115,INS0001,2024-01-15,71.9734,-0.013898,1.3898,EUR,MOCK_FEED
PRC000120240116,INS0001,2024-01-16,70.9678,-0.013972,1.3972,GBP,MOCK_FEED
PRC000120240117,INS0001,2024-01-17,69.1369,-0.025799,2.5799,INR,MOCK_FEED
PRC000120240118,INS0001,2024-01-18,68.5858,-0.007971,0.7971,INR,MOCK_FEED
PRC000120240119,INS0001,2024-01-19,70.2134,0.02373,2.373,EUR,MOCK_FEED
PRC000120240120,INS0001,2024-01-20,71.8076,0.022705,2.2705,EUR,MOCK_FEED
PRC000120240121,INS0001,2024-01-21,71.783,-0.000342,0.0342,INR,MOCK_FEED
PRC000120240122,INS0001,2024-01-22,71.9444,0.002248,0.2248,USD,MOCK_FEED
PRC000120240123,INS0001,2024-01-23,72.2354,0.004045,0.4045,USD,MOCK_FEED
PRC000120240124,INS0001,2024-01-24,73.9068,0.023138,2.3138,INR,MOCK_FEED
PRC000120240125,INS0001,2024-01-25,75.1473,0.016784,1.6784,EUR,MOCK_FEED
PRC000120240126,INS0001,2024-01-26,74.752,-0.00526,0.526,INR,MOCK_FEED
PRC000120240127,INS0001,2024-01-27,75.4614,0.00949,0.949,GBP,MOCK_FEED
PRC000120240128,INS0001,2024-01-28,75.1827,-0.003694,0.3694,INR,MOCK_FEED
PRC000120240129,INS0001,2024-01-29,76.4956,0.017463,1.7463,EUR,MOCK_FEED
PRC000120240130,INS0001,2024-01-30,74.3104,-0.028567,2.8567,INR,MOCK_FEED
PRC000120240131,INS0001,2024-01-31,73.508,-0.010797,1.0797,EUR,MOCK_FEED
PRC000120240201,INS0001,2024-02-01,73.2627,-0.003337,0.3337,USD,MOCK_FEED
PRC000120240202,INS0001,2024-02-02,73.0371,-0.003081,0.3081,INR,MOCK_FEED
PRC000120240203,INS0001,2024-02-03,74.5937,0.021313,2.1313,GBP,MOCK_FEED
PRC000120240204,INS0001,2024-02-04,75.5996,0.013485,1.3485,USD,MOCK_FEED
